surface_form	normalized_form	segmentation	alt_segmentations	gloss	lemma	alt_lemmas	pos	alt_pos	confidence	first_verse	frequency	review_reasons	status
kongpite	kongpite	kongpi-te		road.big-PL	kongpi		UNK		high	05011019	22	pos_unknown	low_priority
“Hilo	“hilo	Hilo		HILO	hilo		UNK		high	06005014	22	pos_unknown	low_priority
Joel	joel	Joel	Joel'	JOEL	Joel	joel	PROP	UNK	high	09008002	22	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
Khadet	khadet	Khadet	khadet	KHADET	Khadet	khadet	PROP	UNK	high	09020005	22	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
Nabal	nabal	Nabal	Nabal'	NABAL	Nabal	nabal	PROP	UNK	high	09025003	22	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
paktatte	paktatte	pak-tat-te	pak-tat-te'	share-cut-PL	pak		V		high	11022038	22	multi_segmentation:2	auto_resolved
kidimin	kidimin	kidim-in		full-ERG	kidim		UNK		high	12003016	22	pos_unknown	low_priority
kineihkhem	kineihkhem	ki-neihkhem		possess.all	neihkhem		UNK		high	24003010	22	pos_unknown	low_priority
dawivei	dawivei	dawivei	Dawivei	devil	dawivei		N		high	40004024	22	multi_segmentation:2	auto_resolved
pum	pum	pum		body	pum		UNK		high	01002024	21	pos_unknown	low_priority
Adam	adam	Adam	Adam'	ADAM	Adam	adam	PROP	UNK	high	01004025	21	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
tawlet	tawlet	tawlet	Tawlet	window	tawlet		N		high	01008006	21	multi_segmentation:2	auto_resolved
phalbi	phalbi	phalbi	Phalbi	winter	phalbi		N		high	01008022	21	multi_segmentation:2	auto_resolved
buan	buan	buan	Buan	clay	buan		N		high	01011003	21	multi_segmentation:2	auto_resolved
minthan	minthan	minthan	minthan'	bless	minthan		V		high	01011004	21	multi_segmentation:2	auto_resolved
cik	cik	cik	Cik	fountain	cik	Cik	UNK	PROP	high	01016007	21	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	low_priority
Maakah	maakah	Maakah	Maakah'	MAAKAH	Maakah	maakah	PROP	UNK	high	01022024	21	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
Bethel-ah	bethel-ah	bethel-ah		BETHEL-LOC	bethel		UNK		high	01035001	21	pos_unknown	low_priority
balkekin	balkekin	bal-kek-in		owe-rend-ERG	bal		UNK		high	01037034	21	pos_unknown	low_priority
thongkia	thongkia	thongkia		prison	thongkia		UNK		high	01039022	21	pos_unknown	low_priority
guakin	guakin	guak-in		alone-ERG	guak		UNK		high	01043032	21	pos_unknown	low_priority
naupa	naupa	naupa	naupa'	younger.sibling	naupa		N		high	01048019	21	multi_segmentation:2	auto_resolved
piakhia	piakhia	piak-hia	Piakhia	give.to-away	pia	Piakhia	V	PROP	high	02005018	21	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|V	low_priority
meivakte	meivakte	meivak-te		torch-PL	meivak		UNK		high	02025006	21	pos_unknown	low_priority
taan	taan	taan		withhold	taan		UNK		high	02034029	21	pos_unknown	low_priority
sisate	sisate	si-sa-te	si-sa-te'	blood-PAST-PL	si		N		high	03011008	21	multi_segmentation:2	auto_resolved
Og	og	Og	Og'	OG	Og	og	PROP	UNK	high	04021033	21	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
Midian-te	midian-te	midian-te	Midian-te'	MIDIAN-PL	midian		UNK		high	04031002	21	multi_segmentation:2|pos_unknown	low_priority
thahatte	thahatte	tha-hat-te	thahatte'	strength-hard-PL	tha	thahatte	N	UNK	high	06006002	21	multi_segmentation:2|multi_lemma:2|multi_pos:N|UNK	low_priority
khawng	khawng	khawng		about	khawng		UNK		high	06007005	21	pos_unknown	low_priority
Kish	kish	Kish	Kish'	KISH	Kish	kish	PROP	UNK	high	09009001	21	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
thumu	thumu	thumu		trumpet	thumu		UNK		high	09009009	21	pos_unknown	low_priority
hangtakin	hangtakin	hangtakin	Hangtakin	boldly	hangtakin		N		high	09014048	21	multi_segmentation:2	auto_resolved
Akhish	akhish	Akhish	Akhish'	AKHISH	Akhish	akhish	PROP	UNK	high	09021010	21	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
Hadadezer	hadadezer	Hadadezer	Hadadezer'	HADADEZER	Hadadezer	hadadezer	PROP	UNK	high	10008003	21	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
semte	semte	sem-te	semte'	serve-PL	sem	semte	V	UNK	high	11004002	21	multi_segmentation:2|multi_lemma:2|multi_pos:UNK|V	low_priority
Naboth	naboth	Naboth	Naboth'	NABOTH	Naboth	naboth	PROP	UNK	high	11021001	21	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
hawk	hawk	hawk	Hawk	roar	hawk		N		high	14029034	21	multi_segmentation:2	auto_resolved
Sairas	sairas	Sairas'	Sairas	SAIRAS.POSS	sairas	Sairas	UNK	PROP	high	14036022	21	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	low_priority
hahkat	hahkat	hahkat	Hahkat	man	hahkat		N		high	16006009	21	multi_segmentation:2	auto_resolved
mihaute	mihaute	mi-hau-te	mi-hau-te'	person-rich-PL	mi		N		high	18034019	21	multi_segmentation:2	auto_resolved
baang	baang	baang		alike	baang		UNK		high	01009023	20	pos_unknown	low_priority
kicingin	kicingin	kicing-in		enough-ERG	kicing		UNK		high	01015015	20	pos_unknown	low_priority
kulhkongpi-ah	kulhkongpi-ah	kulh-kong-pi-ah		gate-big-LOC	kulh		UNK		high	01019001	20	pos_unknown	low_priority
Naaman	naaman	Naaman	Naaman'	NAAMAN	Naaman	naaman	PROP	UNK	high	01046021	20	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
khangnote	khangnote	khang-no-te	Khangnote'|khang-no-te'	youth	khang	khangnote	N	UNK	high	02010009	20	multi_segmentation:3|multi_lemma:2|multi_pos:N|UNK	low_priority
“Numei	“numei	nu-mei	Numei'	woman	nu	numei	N		high	02022018	20	multi_segmentation:2|multi_lemma:2	low_priority
bullente	bullente	bullen-te		bull-PL	bullen		UNK		high	02027017	20	pos_unknown	low_priority
ngawh	ngawh	ngawh		endure	ngawh		UNK		high	03020009	20	pos_unknown	low_priority
Nethanel	nethanel	Nethanel	Nethanel'	NETHANEL	Nethanel	nethanel	PROP	UNK	high	04001008	20	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
lohpi	lohpi	loh-pi		NEG-AUG	loh		UNK		high	05019003	20	pos_unknown	low_priority
vat	vat	vat		go.quickly	vat		UNK		high	07001025	20	pos_unknown	low_priority
Obededom	obededom	Obededom'	Obededom	OBEDEDOM.POSS	obededom	Obededom	UNK	PROP	high	10006010	20	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	low_priority
Obadiah	obadiah	Obadiah	Obadiah'	OBADIAH	Obadiah	obadiah	PROP	UNK	high	11018003	20	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
siapa	siapa	sia-pa	Siapa	evil-man	sia	Siapa	N	PROP	high	14002012	20	multi_segmentation:2|multi_lemma:2|multi_pos:N|PROP	low_priority
Sunthapai-in	sunthapai-in	sunthapai-in	Sunthapai-in	long-ERG	sunthapai	Sunthapai-In	N	PROP	high	18005014	20	multi_segmentation:2|multi_lemma:2|multi_pos:N|PROP	low_priority
thawhkik	thawhkik	thawh-kik		resurrection	thawh		UNK		high	19018038	20	pos_unknown	low_priority
nuamte	nuamte	nuam-te	nuamte'	pleased-PL	nuam	nuamte	V	UNK	high	19026008	20	multi_segmentation:2|multi_lemma:2|multi_pos:UNK|V	low_priority
Kush	kush	Kush	Kush'	KUSH	Kush	kush	PROP	UNK	high	01002013	19	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
Shem	shem	Shem	Shem'	SHEM	Shem	shem	PROP	UNK	high	01005032	19	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
kawi	kawi	kawi		forth	kawi		UNK		high	01016005	19	pos_unknown	low_priority
taw	taw	taw		with	taw		UNK		high	01019005	19	pos_unknown	low_priority
sinsona	sinsona	sinso-na	sinso-na'	be.angry-NMLZ	sinso		N		high	01027045	19	multi_segmentation:2	auto_resolved
met	met	met		shear	met		UNK		high	01031019	19	pos_unknown	low_priority
khatte	khatte	khat-te	khatte'	one-PL	khat	khatte	N	UNK	high	01032022	19	multi_segmentation:2|multi_lemma:2|multi_pos:N|UNK	low_priority
nupite	nupite	nupi-te		woman-PL	nupi		UNK		high	01033005	19	pos_unknown	low_priority
tawmin	tawmin	tawm-in		DIMIN-ERG	tawm		UNK		high	01043031	19	pos_unknown	low_priority
kiat	kiat	kiat		fall	kiat		UNK		high	02009022	19	pos_unknown	low_priority
cikmah	cikmah	cik-mah		one-self	cik		UNK		high	02010014	19	pos_unknown	low_priority
veng	veng	veng	Veng	guard	veng		V		high	02022011	19	multi_segmentation:2	auto_resolved
zal	zal	zal		spread	zal		UNK		high	02025020	19	pos_unknown	low_priority
ip	ip	ip		cover	ip		UNK		high	03005001	19	pos_unknown	low_priority
mittawte	mittawte	mittawte'	mittaw-te	blind-PL.POSS	mittawte	mittaw	UNK	N	high	03019014	19	multi_segmentation:2|multi_lemma:2|multi_pos:N|UNK|pos_unknown	low_priority
kitan	kitan	ki-tan	ki-tan'	REFL-assign	tan		UNK		high	03024020	19	multi_segmentation:2|pos_unknown	low_priority
leengguite	leengguite	leeng-gui-te	leengguite'	chariot-wheel-PL	leeng	leengguite	N	UNK	high	03025011	19	multi_segmentation:2|multi_lemma:2|multi_pos:N|UNK	low_priority
lelin	lelin	lel-in		laugh-ERG	lel		UNK		high	04013033	19	pos_unknown	low_priority
kikhawmte	kikhawmte	ki-khawm-te	ki-khawm-te'	REFL-gather-PL	khawm		V		high	04014005	19	multi_segmentation:2	auto_resolved
Kuam-ah	kuam-ah	Kuam-ah	kuam-ah	nobody	kuam		UNK		high	04021012	19	multi_segmentation:2|pos_unknown	low_priority
liah	liah	liah		circuit	liah		UNK		high	04022004	19	pos_unknown	low_priority
teekteek	teekteek	teek~teek		old~REDUP	teek~teek		UNK		high	05023021	19	pos_unknown	low_priority
langpangte	langpangte	lang-pang-te	lang-pang-te'	side-board-PL	lang		N		high	05032042	19	multi_segmentation:2	auto_resolved
Gilgal-ah	gilgal-ah	gilgal-ah		GILGAL-LOC	gilgal		UNK		high	06004019	19	pos_unknown	low_priority
Hebron-ah	hebron-ah	hebron-ah		HEBRON-LOC	hebron		UNK		high	06010036	19	pos_unknown	low_priority
liim	liim	liim		wing	liim		UNK		high	07009015	19	pos_unknown	low_priority
Naomi	naomi	Naomi	Naomi'	NAOMI	Naomi	naomi	PROP	UNK	high	08001002	19	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
Ahithofel	ahithofel	Ahithofel	Ahithofel'	AHITHOFEL	Ahithofel	ahithofel	PROP	UNK	high	10015012	19	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
susiagawp	susiagawp	susia-gawp		destroy-INTENS	susia		UNK		high	10022041	19	pos_unknown	low_priority
Amon	amon	Amon	Amon'	AMON	Amon	amon	PROP	UNK	high	11022026	19	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
Ahikam	ahikam	Ahikam	Ahikam'	AHIKAM	Ahikam	ahikam	PROP	UNK	high	12022012	19	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
Nethaniah	nethaniah	Nethaniah'	Nethaniah	NETHANIAH.POSS	nethaniah	Nethaniah	UNK	PROP	high	12025023	19	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	low_priority
Gungal	gungal	Gungal	gungal	river	gungal		N		high	15004011	19	multi_segmentation:2	auto_resolved
kipelh	kipelh	ki-pelh		REFL-escape	pelh		UNK		high	18014012	19	pos_unknown	low_priority
Mawhneite	mawhneite	mawh-nei-te	Mawhneite|mawhneite'	sin-have-PL	mawh	Mawhneite|mawhneite	V	PROP|UNK	high	18021020	19	multi_segmentation:3|multi_lemma:3|multi_pos:PROP|UNK|V	low_priority
bawlsiate	bawlsiate	bawl-sia-te'	bawl-sia-te	make-bad-PL.POSS	bawl		V		high	19031015	19	multi_segmentation:2	auto_resolved
cinate	cinate	cina-te		sick.person-PL	cina		UNK		high	26034004	19	pos_unknown	low_priority
sehkhat	sehkhat	sehkhat		one.third	sehkhat		UNK		high	26045005	19	pos_unknown	low_priority
ngasate	ngasate	ngasa-te	ngasate'	fish-PL	ngasa	ngasate	N	UNK	high	01001026	18	multi_segmentation:2|multi_lemma:2|multi_pos:N|UNK	low_priority
Enok	enok	Enok	Enok'	ENOK	Enok	enok	PROP	UNK	high	01004017	18	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
Nahor	nahor	Nahor	Nahor'	NAHOR	Nahor	nahor	PROP	UNK	high	01011022	18	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
khop	khop	khop		enough	khop		UNK		high	01036007	18	pos_unknown	low_priority
Heman	heman	Heman	Heman'	HEMAN	Heman	heman	PROP	UNK	high	01036022	18	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
paikikin	paikikin	pai-kik-in	Paikikin	go-again-ERG	pai	Paikikin	V	PROP	high	01037029	18	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|V	low_priority
Gershon	gershon	Gershon	Gershon'	GERSHON	Gershon	gershon	PROP	UNK	high	01046011	18	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
Ithamar	ithamar	Ithamar	Ithamar'	ITHAMAR	Ithamar	ithamar	PROP	UNK	high	02006023	18	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
“Aaron	“aaron	Aaron	Aaron'	AARON	aaron		UNK		high	02007019	18	multi_segmentation:2|pos_unknown	low_priority
vanging	vanging	vang-ing		strength-INS	vang		UNK		high	02009028	18	pos_unknown	low_priority
khuamte	khuamte	khuam-te		cubit-PL	khuam		UNK		high	02013022	18	pos_unknown	low_priority
paakte	paakte	paak-te		share-PL	paak		UNK		high	02025031	18	pos_unknown	low_priority
geel	geel	geel	Geel	plan	geel		V		high	02031002	18	multi_segmentation:2	auto_resolved
tau-ah	tau-ah	tau-ah		signal-LOC	tau		UNK		high	03001015	18	pos_unknown	low_priority
ma-a	ma-a	ma-a		that-LOC	ma		UNK		high	03018027	18	pos_unknown	low_priority
kitam	kitam	ki-tam		REFL-many	tam		UNK		high	03021020	18	pos_unknown	low_priority
kulhpite	kulhpite	kulh-pi-te		wall-big-PL	kulh		UNK		high	05028052	18	pos_unknown	low_priority
tunkik	tunkik	tun-kik		arrive-ITER	tun		UNK		high	06014007	18	pos_unknown	low_priority
Abigail	abigail	Abigail	Abigail'	ABIGAIL	Abigail	abigail	PROP	UNK	high	09025003	18	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
Amasa	amasa	Amasa	Amasa'	AMASA	Amasa	amasa	PROP	UNK	high	10017025	18	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
Jehoash	jehoash	Jehoash	Jehoash'	JEHOASH	Jehoash	jehoash	PROP	UNK	high	12013009	18	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
ko-in	ko-in	ko-in		long-ERG	ko		UNK		high	13016008	18	pos_unknown	low_priority
Lazaras	lazaras	Lazaras	Lazaras'	LAZARAS	Lazaras	lazaras	PROP	UNK	high	42016020	18	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
Stefen	stefen	Stefen	Stefen'	STEFEN	Stefen	stefen	PROP	UNK	high	44006005	18	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
“Mihingte	“mihingte	Mihingte	Mihingte'	MIHINGTE	mihingte		UNK		high	01006003	17	multi_segmentation:2|pos_unknown	low_priority
Eber	eber	Eber	Eber'	EBER	Eber	eber	PROP	UNK	high	01010021	17	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
Haran	haran	Haran	Haran'	HARAN	Haran	haran	PROP	UNK	high	01011026	17	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
kawl	kawl	kawl		heifer	kawl		UNK		high	01015009	17	pos_unknown	low_priority
nawlah	nawlah	nawl-ah		place-LOC	nawl		UNK		high	01023009	17	pos_unknown	low_priority
nute	nute	nu-te	nute'	female-PL	nu	nute	N	UNK	high	01032011	17	multi_segmentation:2|multi_lemma:2|multi_pos:N|UNK	low_priority
pumpeeng	pumpeeng	pumpeeng	Pumpeeng	whole	pumpeeng		N		high	02002003	17	multi_segmentation:2	auto_resolved
Uzziel	uzziel	Uzziel	Uzziel'	UZZIEL	Uzziel	uzziel	PROP	UNK	high	02006018	17	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
Amminadab	amminadab	Amminadab'	Amminadab	AMMINADAB.POSS	amminadab	Amminadab	UNK	PROP	high	02006023	17	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	low_priority
gunte	gunte	gun-te	Gunte	river-PL	gun	Gunte	N	PROP	high	02007019	17	multi_segmentation:2|multi_lemma:2|multi_pos:N|PROP	low_priority
luite	luite	lui-te	lui-te'	river-PL	lui		UNK		high	02007019	17	multi_segmentation:2|pos_unknown	low_priority
lom	lom	lom		wave	lom		UNK		high	02012034	17	pos_unknown	low_priority
phualah	phualah	phual-ah		pitch-LOC	phual		UNK		high	02021020	17	pos_unknown	low_priority
gukte	gukte	guk-te	guk-te'	six-PL	guk		FUNC		high	02025033	17	multi_segmentation:2	auto_resolved
kaih	kaih	kaih		lead	kaih		UNK		high	02029028	17	pos_unknown	low_priority
mawkmawkte	mawkmawkte	mawk-mawk-te'	mawk-mawk-te	empty~empty-PL.POSS	mawk		UNK		high	02030032	17	multi_segmentation:2|pos_unknown	low_priority
kizel	kizel	ki-zel		REFL-HAB.CONT	zel		UNK		high	03013057	17	pos_unknown	low_priority
Joppa	joppa	Joppa		Joppa	joppa		UNK		high	06019046	17	pos_unknown	low_priority
Manoah	manoah	Manoah	Manoah'	MANOAH	Manoah	manoah	PROP	UNK	high	07013002	17	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
khuacingte	khuacingte	khuacing-te	khuacingte'	town.gate-PL	khuacing	khuacingte	N	UNK	high	09010005	17	multi_segmentation:2|multi_lemma:2|multi_pos:N|UNK	low_priority
meigongnu	meigongnu	meigong-nu	meigong-nu'	widow-F	meigong		N		high	09027003	17	multi_segmentation:2	auto_resolved
Asahel	asahel	Asahel	Asahel'	ASAHEL	Asahel	asahel	PROP	UNK	high	10002018	17	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
sawmthumte	sawmthumte	sawm-thum-te	sawm-thum-te'	ten-three-PL	sawm		FUNC		high	10023013	17	multi_segmentation:2	auto_resolved
Omri	omri	Omri	Omri'	OMRI	Omri	omri	PROP	UNK	high	11016016	17	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
Syria-te	syria-te	Syria-te	Syria-te'	SYRIA-TE	Syria-Te	syria	PROP	UNK	high	11020020	17	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
Athaliah	athaliah	Athaliah	Athaliah'	ATHALIAH	Athaliah	athaliah	PROP	UNK	high	12008026	17	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
biate	biate	bia-te	biate'	worship-PL	bia	biate	V	UNK	high	12010019	17	multi_segmentation:2|multi_lemma:2|multi_pos:UNK|V	low_priority
Mattaniah	mattaniah	Mattaniah	Mattaniah'	MATTANIAH	Mattaniah	mattaniah	PROP	UNK	high	12024017	17	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
Eliashib	eliashib	Eliashib	Eliashib'	ELIASHIB	Eliashib	eliashib	PROP	UNK	high	13003024	17	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
Tobiah	tobiah	Tobiah	Tobiah'	TOBIAH	Tobiah	tobiah	PROP	UNK	high	15002060	17	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
“Job	“job	Job		JOB	job		UNK		high	18001009	17	pos_unknown	low_priority
gutate	gutate	guta-te	gutate'	destroyer-PL	guta	gutate	V	UNK	high	18015021	17	multi_segmentation:2|multi_lemma:2|multi_pos:UNK|V	low_priority
huihlak	huihlak	huihlak	Huihlak	air	huihlak		N		high	01001026	16	multi_segmentation:2	auto_resolved
ngongtatna	ngongtatna	ngongtat-na	Ngongtatna	oppose-NMLZ	ngongtat	Ngongtatna	V	PROP	high	01006011	16	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|V	low_priority
Sarai	sarai	Sarai	Sarai'	SARAI	Sarai	sarai	PROP	UNK	high	01011029	16	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
Bela	bela	Bela	Bela'|bela	BELA	Bela	bela	PROP	UNK	high	01014002	16	multi_segmentation:3|multi_lemma:2|multi_pos:PROP|UNK	low_priority
Eliezer	eliezer	Eliezer	Eliezer'	ELIEZER	Eliezer	eliezer	PROP	UNK	high	01015002	16	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
naihin	naihin	naih-in		near-ERG	naih		UNK		high	01018023	16	pos_unknown	low_priority
khuang	khuang	khuang		drum	khuang		UNK		high	01031027	16	pos_unknown	low_priority
Elah	elah	Elah	Elah'	ELAH	Elah	elah	PROP	UNK	high	01036041	16	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
khih	khih	khih		bind	khih		UNK		high	01038028	16	pos_unknown	low_priority
khoi	khoi	khoi		nurse	khoi		UNK		high	02002009	16	pos_unknown	low_priority
keek	keek	keek	keek'	fire	keek		V		high	02009023	16	multi_segmentation:2	auto_resolved
Cikmahin	cikmahin	cik-mah-in		one-self-ERG	cik		UNK		high	02011006	16	pos_unknown	low_priority
Miriam	miriam	Miriam	Miriam'	MIRIAM	Miriam	miriam	PROP	UNK	high	02015020	16	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
seu	seu	seu	Seu	ephah	seu		N		high	02016036	16	multi_segmentation:2	auto_resolved
kat	kat	kat		catch	kat		UNK		high	02022006	16	pos_unknown	low_priority
uite	uite	ui-te	Uite|uite'	dog-PL	ui	Uite|uite	N	PROP|UNK	high	02022031	16	multi_segmentation:3|multi_lemma:3|multi_pos:N|PROP|UNK	low_priority
khuampeekte	khuampeekte	khuam-peek-te	khuam-peek-te'	cubit-measure-PL	khuam		UNK		high	02026015	16	multi_segmentation:2|pos_unknown	low_priority
tuutalte	tuutalte	tuutal-te	Tuutalte|tuutalte'	ram-PL	tuutal	Tuutalte|tuutalte	N	PROP|UNK	high	02029015	16	multi_segmentation:3|multi_lemma:3|multi_pos:N|PROP|UNK	low_priority
ngakna	ngakna	ngakna		base	ngakna		UNK		high	02030028	16	pos_unknown	low_priority
sawpin	sawpin	sawp-in		body-ERG	sawp		UNK		high	03011025	16	pos_unknown	low_priority
Sabbath-te	sabbath-te	sabbath-te	Sabbath-te	SABBATH-PL	sabbath	Sabbath-Te	UNK	PROP	high	03019003	16	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	low_priority
Elishama	elishama	Elishama	Elishama'	ELISHAMA	Elishama	elishama	PROP	UNK	high	04001010	16	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	low_priority
vaan	vaan	vaan		heaven	vaan		UNK		high	04003008	16	pos_unknown	low_priority
Jefunneh	jefunneh	Jefunneh'	Jefunneh	JEFUNNEH.POSS	jefunneh	Jefunneh	UNK	PROP	high	04013003	16	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	low_priority
Mikhael	mikhael	Mikhael'	Mikhael	MIKHAEL.POSS	mikhael	Mikhael	UNK	PROP	high	04013003	16	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	low_priority
Anak	anak	Anak'	Anak	ANAK.POSS	anak	Anak	UNK	PROP	high	04013022	16	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	low_priority
galhangte	galhangte	gal-hang-te	Galhangte|galhangte'	enemy-battle-PL	gal	Galhangte|galhangte	N	PROP|UNK	high	04031027	16	multi_segmentation:3|multi_lemma:3|multi_pos:N|PROP|UNK	low_priority
tuhunin	tuhunin	tuhun-in		now.time-ERG	tuhun		UNK		high	05001010	16	pos_unknown	low_priority
komau	komau	komau'	Komau'|komau	thus.POSS	komau		N		high	05009004	16	multi_segmentation:3	auto_resolved
lui-ah	lui-ah	lui-ah		river-LOC	lui		UNK		high	06011005	16	pos_unknown	low_priority
Shiloh-ah	shiloh-ah	shiloh-ah		SHILOH-LOC	shiloh		UNK		high	06018001	16	pos_unknown	low_priority
mo	mo	mo		bride	mo		UNK		high	07012009	16	pos_unknown	low_priority
Ner	ner	Ner'	Ner	NER.POSS	ner	Ner	UNK	PROP	high	09014050	16	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	low_priority
