kc_word	kc_freq	eng_gloss	pmi_score	pair_count	confidence	rank
Mi	21	the	0.1736	16	0.7619	2
Mi	21	say	0.8315	14	0.6667	3
Mi	21	of	0.5995	13	0.6190	4
Mi	21	they	0.1548	12	0.5714	5
Mihing	18	man	2.7681	17	0.9444	1
Mihing	18	of	1.1215	16	0.8889	2
Mihing	18	the	0.3960	16	0.8889	3
Mihing	18	be	0.6623	15	0.8333	4
Mihing	18	he	0.1691	14	0.7778	5
Mihon	3	he	0.5317	3	1.0000	1
Mihon	3	and	0.1908	3	1.0000	2
Mihonpite	5	the	0.5659	5	1.0000	1
Mihonpite	5	and	0.1908	5	1.0000	2
Mihonpite	5	he	0.2098	4	0.8000	3
Mihonpite	5	multitude	4.6682	3	0.6000	4
Mihonpite	5	when	1.8480	3	0.6000	5
Mipite	5	be	0.9254	5	1.0000	1
Mipite	5	the	0.2440	4	0.8000	2
Mipite	5	to	1.1136	3	0.6000	3
Mipite	5	that	0.9335	3	0.6000	4
Mipite	5	they	0.2252	3	0.6000	5
Mite	5	he	0.5317	5	1.0000	1
Mite	5	and	0.1908	5	1.0000	2
Mite	5	man	2.5286	4	0.8000	3
Mite	5	say	1.0945	4	0.8000	4
Mite	5	do	2.4587	3	0.6000	5
Moses	9	and	0.1908	9	1.0000	1
Moses	9	mose	6.2352	8	0.8889	2
Moses	9	say	1.0539	7	0.7778	3
Moses	9	you	1.2656	6	0.6667	4
Moses	9	unto	1.0653	6	0.6667	5
Na	32	you	1.7085	29	0.9062	1
Na	32	the	0.1509	24	0.7500	2
Na	32	say	0.9400	23	0.7188	3
Na	32	he	0.0553	23	0.7188	4
Na	32	unto	0.5571	15	0.4688	5
Nang	12	you	1.8506	12	1.0000	1
Nang	12	say	1.2909	11	0.9167	2
Nang	12	be	0.5103	9	0.7500	3
Nang	12	the	0.1509	9	0.7500	4
Nang	12	of	0.2914	6	0.5000	5
Nazareth	5	nazareth	7.0832	5	1.0000	1
Nazareth	5	jesu	2.8660	5	1.0000	2
Nazareth	5	of	1.2914	5	1.0000	3
Nazareth	5	be	0.9254	5	1.0000	4
Nazareth	5	you	1.5286	4	0.8000	5
Note	18	you	1.7681	17	0.9444	1
Note	18	they	0.2517	11	0.6111	2
Note	18	be	0.2149	11	0.6111	3
Note	18	say	0.5685	10	0.5556	4
Note	18	but	1.5348	9	0.5000	5
Nungzuite	6	they	0.9622	6	1.0000	1
Nungzuite	6	of	1.0284	5	0.8333	2
Nungzuite	6	the	0.3029	5	0.8333	3
Nungzuite	6	disciple	2.9789	3	0.5000	4
Nungzuite	6	in	1.1667	3	0.5000	5
Olive	3	of	1.2914	3	1.0000	1
Olive	3	the	0.5659	3	1.0000	2
Olive	3	and	0.1908	3	1.0000	3
Pa	6	be	0.9254	6	1.0000	1
Pa	6	father	4.9722	5	0.8333	2
Pa	6	in	1.9037	5	0.8333	3
Pa	6	heaven	4.7327	4	0.6667	4
Pa	6	you	1.2656	4	0.6667	5
Pai	5	he	0.5317	5	1.0000	1
Pai	5	go	2.7082	4	0.8000	2
Pai	5	have	1.8448	4	0.8000	3
Pai	5	you	1.5286	4	0.8000	4
Pai	5	unto	1.3283	4	0.8000	5
Paisan	4	the	0.5659	4	1.0000	1
Paisan	4	he	0.5317	4	1.0000	2
Paisan	4	and	0.1908	4	1.0000	3
Paisan	4	disciple	3.5638	3	0.7500	4
Paisan	4	go	2.6151	3	0.7500	5
Pasian	48	god	3.8202	44	0.9167	1
Pasian	48	the	0.3733	42	0.8750	2
Pasian	48	of	0.9159	37	0.7708	3
Pasian	48	be	0.3848	33	0.6875	4
Pasian	48	say	0.6895	29	0.6042	5
Pawi	3	day	4.1197	3	1.0000	1
Pawi	3	of	1.2914	3	1.0000	2
Pawi	3	they	0.9622	3	1.0000	3
Pawi	3	the	0.5659	3	1.0000	4
Peter	20	peter	5.0832	19	0.9500	1
Peter	20	he	0.3797	18	0.9000	2
Peter	20	and	0.0388	18	0.9000	3
Peter	20	say	0.7950	13	0.6500	4
Peter	20	you	0.9881	11	0.5500	5
Pharisee	11	pharisee	5.9457	11	1.0000	1
Pharisee	11	the	0.5659	11	1.0000	2
Pharisee	11	and	0.1908	11	1.0000	3
Pharisee	11	he	0.3942	10	0.9091	4
Pharisee	11	of	0.6393	7	0.6364	5
Pilate	12	pilate	5.8202	10	0.8333	1
Pilate	12	the	0.3029	10	0.8333	2
Pilate	12	unto	1.2352	9	0.7500	3
Pilate	12	he	0.1167	9	0.7500	4
Pilate	12	they	0.1846	7	0.5833	5
Rabbi	4	say	1.4165	4	1.0000	1
Rabbi	4	and	0.1908	4	1.0000	2
Rabbi	4	master	4.9901	3	0.7500	3
